system:index,Date,Sentinel_AAI,Sentinel_NO2,.geo
561,2020-01-10,-1.5151506507203112,1.319449743645176E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,2020-01-11,-0.906017004139288,1.129335273656957E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,2020-01-12,-1.0014032851084373,1.3070383881359768E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
565,2020-01-14,-1.9239566719876489,8.47962396255194E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,2020-01-15,-1.6425057434248682,8.503750331984993E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,2020-01-17,-0.403865095751801,3.105091309407726E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,2020-01-18,-1.854069330802783,1.364123416543085E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,2020-01-19,-2.03133971523584,8.657371931926271E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,2020-01-20,-1.9618313961262293,1.1433519920796093E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
572,2020-01-21,-1.0480576052367672,9.354064865624859E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,2020-01-22,-0.46672365368686936,1.1299156630287637E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,2020-01-23,-1.3733249165858812,7.349134638482549E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,2020-01-24,-1.4407836627747095,8.33769574884654E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,2020-01-25,-1.704819892691243,1.7325363772707626E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,2020-01-26,-1.437406173543481,9.815584728415994E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,2020-01-27,-0.8766952816101906,2.1671298159543447E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,2020-01-28,-0.7239213738274771,1.4930823489974027E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,2020-01-29,-1.6904530842916368,8.507413968790497E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
581,2020-01-30,-1.861863110905892,9.114334045013529E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
582,2020-01-31,-1.757716869283198,1.1089106884169754E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,2020-02-01,-1.1566550680563301,1.3139166665543302E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
584,2020-02-02,-1.3580419328332267,8.305866807262797E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,2020-02-03,-1.5720020761534705,1.2023191635285081E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
586,2020-02-04,-1.601638658140025,1.9742014968117855E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,2020-02-05,-2.2830103983075696,1.332363014277813E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,2020-02-06,-1.4738913779658744,1.0338270415605665E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
589,2020-02-07,-0.6548486311656556,8.811598343480931E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,2020-02-08,-1.5032335608241238,7.73718058638409E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,2020-02-09,-1.686416498556375,1.2358358183941177E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
592,2020-02-10,-1.9148702486410325,1.1614517458297184E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,2020-02-11,-1.5256308492912913,1.6351898500857774E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,2020-02-12,-0.6799855706111367,7.09051221536913E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,2020-02-13,-1.2084703300101305,6.4377676888618E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
596,2020-02-14,-1.2530509571658648,7.166284526364657E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,2020-02-15,-1.4715879505634295,8.136054820657456E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,2020-02-16,-1.526732289674041,9.153014037545657E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,2020-02-17,-1.2681921005503187,8.764284441004152E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,2020-02-18,-1.0376264225568859,7.301895925609705E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,2020-02-19,-0.9502812006693985,1.2265408988214335E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
602,2020-02-20,-1.193056366634006,8.507395219407319E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,2020-02-22,-0.9274725536870626,4.601225034958642E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
605,2020-02-23,-0.768974664169924,4.921279913486721E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,2020-02-24,-1.6046586811243593,8.982565466124273E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,2020-02-25,-1.6737508135474066,8.143596216308881E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
608,2020-02-26,-1.7032940081707229,9.956896784461572E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
609,2020-02-27,-1.9350225429459162,8.394184396821494E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
610,2020-02-28,-0.46828121647803467,7.353471222422165E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
611,2020-02-29,-0.7937884170550186,9.909760894750341E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
612,2020-03-01,-1.3090808307563382,1.1599848787496824E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
613,2020-03-02,-1.3663408523927005,1.3220237630492344E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,2020-03-03,-1.71005080087897,1.0375556239662012E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
615,2020-03-04,-0.9830073535802761,1.0714263791129367E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
616,2020-03-05,-0.7243169787902378,7.320684404220706E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,2020-03-06,-0.971664162776497,4.146117685799094E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
618,2020-03-07,-1.5090802070912925,9.150226197947298E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
619,2020-03-08,-1.7453775828595661,9.693302112916951E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
620,2020-03-09,-1.2519877471170349,5.3322063752586464E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
621,2020-03-10,-0.9805762382729429,5.5032815722518074E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
622,2020-03-11,-1.3120474840786687,6.055982266801391E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
623,2020-03-12,-1.3145733875937897,7.711579271983641E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,2020-03-13,-0.6950981914160966,2.006975962321699E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
625,2020-03-14,-1.2419142848651106,8.719548518238246E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
626,2020-03-15,-0.8496022261531498,7.614365761304362E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
627,2020-03-16,-0.929249294485693,6.942958677068983E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
628,2020-03-17,-0.9658578772527259,6.41590866668281E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
629,2020-03-18,-1.311347801902148,6.396463585971787E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
630,2020-03-19,-1.5511375291501512,8.961804044098454E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
631,2020-03-20,-1.3971698031419546,1.904570586298749E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
632,2020-03-21,-0.5835412536142967,3.315594221930951E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
633,2020-03-22,-1.052969144856874,3.520722749063981E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
634,2020-03-23,-1.089666035813444,5.7277039454299556E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
635,2020-03-24,-1.2650194747681986,5.244190203773797E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
636,2020-03-25,-1.1855970533179836,2.836899036767656E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
638,2020-03-27,-0.974702486601093,4.754992784495547E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
639,2020-03-28,-0.949845459177403,2.4126613475365572E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
640,2020-03-29,-1.129430531098823,2.2766580522057415E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
641,2020-03-30,-1.4749439701309988,2.0472534840455466E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
642,2020-03-31,-0.4747301452580032,3.1008301750990696E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
643,2020-04-01,-0.5956416478838766,4.0358974504708634E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
644,2020-04-02,-0.7962864634631512,2.7473479177964522E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
645,2020-04-03,-1.9805394101906344,2.6384025413815773E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
646,2020-04-04,-0.818014180075334,2.7794168393793415E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
647,2020-04-05,-1.1011338886475202,3.400849046002204E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
648,2020-04-06,-0.5077627921190498,3.4034939368237465E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
649,2020-04-07,-0.0975428818236305,2.443545689243028E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
650,2020-04-08,-0.625828376065018,3.0747293925862194E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
651,2020-04-09,-1.5550039922781778,2.4456735558219366E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
652,2020-04-10,-1.0808123243676606,2.053322990969035E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
653,2020-04-11,-0.34167426078637764,3.278019929956807E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
654,2020-04-12,-0.6608632298998105,2.4770633980669755E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
655,2020-04-13,-0.21687792761546235,3.136827722673422E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
656,2020-04-14,-0.3254291054410933,4.840627505118072E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
657,2020-04-15,-0.9641061930611269,4.5929231459909494E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
658,2020-04-16,-0.5154231784437657,3.9947857840834055E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
659,2020-04-17,-0.4448565882396835,5.480436954108563E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
660,2020-04-18,-0.0442189674763671,3.1668407054167095E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
661,2020-04-19,-0.8781368106195765,4.54932146348909E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
662,2020-04-20,-1.8319472682471851,3.5701613882034666E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
663,2020-04-21,-1.4451568483731294,4.27937165794609E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
664,2020-04-22,-0.5558214452357628,4.279694038676496E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
665,2020-04-23,-0.7257638747201003,3.899259665892375E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
666,2020-04-24,-0.7691956284842554,5.779161853578532E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
667,2020-04-25,-1.6920602728149254,5.442207764331185E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
668,2020-04-26,-1.3831662919161485,6.75946006553589E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
669,2020-04-27,-0.9908045966289531,4.6046710967527526E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
670,2020-04-28,-0.8259155049338553,4.183578045076688E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
671,2020-04-29,-0.960919156103383,4.697021032886272E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
672,2020-04-30,-0.7286468141975196,6.269876299011354E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
673,2020-05-01,-0.46294734807468957,6.440998787179927E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
674,2020-05-02,0.010645098774666658,4.571797534040548E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
675,2020-05-03,-0.5324192060225164,4.886908990651578E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
676,2020-05-04,-0.8197265337085712,4.4862119661759815E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
677,2020-05-05,-1.2216250267576831,6.121774274229785E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
679,2020-05-07,-0.9107563558481472,4.73411270522847E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
680,2020-05-08,-0.12082282759743773,5.5401103523233626E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
681,2020-05-09,-0.04433091196988913,5.047122783811047E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
683,2020-05-11,-1.5271736075025621,5.732691850725546E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
684,2020-05-12,-1.1662933120504577,5.3844564653310845E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
685,2020-05-13,-1.004830275757211,5.049246290313537E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
686,2020-05-14,-0.132446115969408,5.8692242460055715E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
687,2020-05-15,-0.2735809648494922,7.820491883327344E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
688,2020-05-16,-0.3851327450533099,7.667311393511413E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
689,2020-05-17,-0.88201319006618,6.25828923175075E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
690,2020-05-18,0.17920134539635557,6.308158595299844E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
691,2020-05-19,0.07822730742491474,6.965188195271724E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
692,2020-05-20,-0.08829714706736556,8.075430416299827E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
693,2020-05-21,-0.007928582961412094,7.563216110877141E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
694,2020-05-22,-0.4123515511307457,7.398560420666634E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
695,2020-05-23,-0.14640935571575556,5.072974575240906E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
696,2020-05-24,0.002459284637904765,5.488968658187594E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
697,2020-05-25,-0.030404639047340764,4.9443694990600904E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
698,2020-05-26,0.29734600647631054,6.19246868387158E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
699,2020-05-27,0.008083867369638146,7.977555822106943E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
700,2020-05-28,-0.2531635463827479,6.93598742268844E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
701,2020-05-29,0.5035248384289465,5.869090888275486E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
702,2020-05-30,-0.27343362783959857,5.565838670987472E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
703,2020-05-31,-0.7871613826475793,5.185159868002398E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
704,2020-06-01,-0.926920259344884,7.799320147348203E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
705,2020-06-02,-1.2785864767639519,7.586789545756114E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
706,2020-06-03,-0.7910493579687816,6.048907321623956E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
708,2020-06-05,-1.2447689349885052,5.599211128045486E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
709,2020-06-06,-1.4386783083193337,6.56192954183527E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
710,2020-06-07,-1.3464148980605883,5.237756466558695E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
711,2020-06-08,-1.3773781753180383,6.908740150507021E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
712,2020-06-09,-0.4447827427452864,4.340883633263759E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
713,2020-06-10,-0.5249212480297658,6.473337386136909E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
714,2020-06-11,-0.47657326807656497,7.405069808375215E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
715,2020-06-12,-1.1345518718896328,7.365164473825335E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
716,2020-06-13,-0.8956984594040189,6.738652768067827E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
717,2020-06-14,-0.5437117856173268,6.908755920151442E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
718,2020-06-15,-0.8373807247328144,6.086058999216127E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
719,2020-06-16,-0.2534577452875648,8.810670067760707E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
720,2020-06-17,-0.5940386998909137,8.605476683978666E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
721,2020-06-18,-0.6501686625628572,7.808965540826458E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
722,2020-06-19,1.6507208274660417,6.507999674568365E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
723,2020-06-20,0.38798558609947165,6.389703291844792E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
725,2020-06-22,-1.2782690075955347,7.270882017526587E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
726,2020-06-23,-1.7708581711641946,5.183168629086205E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
727,2020-06-24,-2.1803231606035385,6.275853772745569E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
728,2020-06-25,-0.854292238209767,4.43555035338103E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
729,2020-06-26,-0.668454602018979,4.654148775266965E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
730,2020-06-27,-0.05006139947740711,4.3694493758260954E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
731,2020-06-28,0.1455311181365841,4.575546532419642E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
732,2020-06-29,1.375986626704937,6.183274115136589E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
733,2020-06-30,-0.24373096230735053,6.52816729819957E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
734,2020-07-01,-0.7350242706219063,6.574567679385256E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
735,2020-07-02,-0.8608234489589899,8.190534418601057E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
736,2020-07-03,-1.134576349387832,1.0981585979129792E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
737,2020-07-04,-1.1792673540032845,5.863784718018147E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
738,2020-07-05,-0.7476570782454325,7.734646992033329E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
739,2020-07-06,-1.0496067029101963,9.253530316966503E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
740,2020-07-07,-0.7416043963958094,3.857352884837282E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
741,2020-07-08,-1.7792057970023252,4.721632432967322E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
742,2020-07-09,-2.3394362933192516,5.480023350405459E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
743,2020-07-10,-1.5328466395597025,4.697561577837906E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
744,2020-07-11,-0.49072449491693176,3.480043662673396E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
745,2020-07-12,-1.1312789313979166,3.581864812224912E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
746,2020-07-13,-0.3998655802289578,5.0027962991777785E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
747,2020-07-14,-0.8787796117454559,5.523989413410388E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
748,2020-07-15,-1.8861902657437246,7.173612163021475E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
749,2020-07-16,-1.279207649729064,3.3326380540040816E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
754,2020-07-21,-0.9750677895067938,3.505388201174328E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
755,2020-07-22,-1.0738042464896014,2.6246331569222896E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
756,2020-07-23,-1.5403636513977426,4.145698830713722E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
757,2020-07-24,-1.9928656858776426,5.2213594899184964E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
758,2020-07-25,-2.250147839053673,3.078798543642856E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
759,2020-07-26,-1.9254153483143182,3.497277084004772E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
760,2020-07-27,-1.3055330550920616,3.866571559068434E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
761,2020-07-28,-1.2014627726068432,4.9828019726920474E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
762,2020-07-29,-0.8396402055346507,3.558691660534355E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
763,2020-07-30,-1.6810687480043203,5.680147576517074E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
764,2020-07-31,-1.8558925563915505,3.641054576988279E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
765,2020-08-01,-1.2405744823736649,4.4386853338691604E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
766,2020-08-02,-0.9323605614521533,3.262050726224999E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
767,2020-08-03,-1.0580384688031794,6.017559152037187E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
768,2020-08-04,-1.2529591336315646,5.9227280570931926E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
770,2020-08-06,-1.0944228990196796,4.7481655188843136E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
771,2020-08-07,-1.375061434132718,3.433517729576967E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
772,2020-08-08,-1.4891144910663983,3.8503471696032705E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
774,2020-08-10,-2.3232733310260487,3.115830272392191E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
778,2020-08-14,-1.4710798389484445,4.8856309382429284E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
779,2020-08-15,-2.118179426454802,2.1011300923100097E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
780,2020-08-16,-2.171110364388638,4.220675708483846E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
782,2020-08-18,-0.983846857193612,4.785829548855334E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
785,2020-08-21,-2.0169291815056396,4.776741380575363E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
786,2020-08-22,-1.3783748635955952,4.040001992774672E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
787,2020-08-23,-1.418771087921209,2.5622733991985707E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
788,2020-08-24,-1.3766300418005748,3.3924136860689986E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
789,2020-08-25,-1.5525516115180882,3.870279764295214E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
790,2020-08-26,-1.6748275634735128,2.409373919747027E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
791,2020-08-27,-2.092061029113883,2.818544341379692E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
792,2020-08-28,-0.40690719961516025,2.2214406750121138E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
793,2020-08-29,-1.4345554333918369,4.13781138563763E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
794,2020-08-30,-1.113425366512962,2.558771930912535E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
795,2020-08-31,-1.9980109255555993,4.173139750110364E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
796,2020-09-01,-1.9493742325745307,3.723946919533977E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
797,2020-09-02,-1.2036178181593074,5.283699302399632E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
798,2020-09-03,-1.7559381233912916,4.506111397416335E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,2020-09-04,-1.5093870224521113,6.442373773755158E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,2020-09-05,-2.173676299150823,6.137444365257065E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
801,2020-09-06,-2.178846626007401,4.0102468669616025E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
802,2020-09-07,-1.254218377745398,5.409183377833997E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
803,2020-09-08,-1.3707069871644664,4.450720837833517E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
804,2020-09-09,-1.6659282953857761,4.323988233160254E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
805,2020-09-10,-1.7162950502609824,5.5860725380595844E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
806,2020-09-11,-1.6341051805833084,7.639820651623475E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
807,2020-09-12,-1.3831590279146813,6.503427966049661E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
808,2020-09-13,-0.9532149549539234,4.422644449421593E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
809,2020-09-14,-1.3678944420611066,3.8175079459817455E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,2020-09-15,-1.7805025948361084,6.933278569520857E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
811,2020-09-16,-1.6801048618958854,5.807231699007988E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
812,2020-09-17,-1.657052638599195,5.591315209784487E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
813,2020-09-18,-1.163788155885005,5.555434234161914E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
814,2020-09-19,-1.4213652100960636,5.908044296562159E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
815,2020-09-20,-1.4587643010345277,6.213861885335419E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
816,2020-09-21,-1.8018257676052045,8.350047494836511E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
817,2020-09-22,-1.898127318083696,9.394054120365582E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
818,2020-09-23,-1.0781218027035677,4.681325237022048E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
819,2020-09-24,-0.9511790029642471,4.2770179196200256E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
820,2020-09-25,-1.2209285382647186,6.28512489040047E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
821,2020-09-26,-0.5283555261649586,7.923126467945886E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
822,2020-09-27,-1.1645036016069688,5.895734291068195E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
823,2020-09-28,-0.6869954156240493,5.437699708916686E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
824,2020-09-29,-0.8129805284170942,4.3835847587220254E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
